customer_id,full_name,document_cpf,signup_date
CUST-15661,João Ribeiro,209.634.242-78,19/09/2024
CUST-15662,Marcos Gomes,500.945.105-80,29/11/2024
CUST-15663,Carlos Ribeiro,391.247.541-64,24/04/2023
CUST-15664,Pedro Ferreira,858.863.595-14,11/08/2024
CUST-15665,Fernanda Rodrigues,777.370.770-78,10/05/2025
CUST-15666,Camila Rodrigues,282.268.491-71,03/12/2024
CUST-15667,Pedro Souza,345.962.135-72,09/06/2023
CUST-15668,Pedro Silva,153.315.581-38,30/10/2023
CUST-15669,Camila Souza,459.814.143-53,03/03/2024
CUST-15670,Camila Gomes,943.891.249-94,14/12/2024
CUST-15671,Marcos Santos,160.259.981-88,05/12/2023
CUST-15672,Maria Costa,813.469.234-31,12/04/2023
CUST-15673,Ana Santos,258.950.863-69,27/04/2024
CUST-15674,Beatriz Costa,198.143.898-63,23/09/2023
CUST-15675,Mariana Oliveira,933.460.481-57,01/05/2024
CUST-15676,Camila Pereira,931.857.283-17,07/10/2024
CUST-15677,Fernanda Costa,654.913.423-28,31/10/2023
CUST-15678,Pedro Alves,702.715.283-78,03/09/2023
CUST-15679,Lucas Silva,463.167.236-48,09/03/2024
CUST-15680,Ana Rodrigues,753.248.377-42,02/02/2025
CUST-15681,Mariana Lima,559.685.908-52,02/08/2023
CUST-15682,Marcos Gomes,880.324.607-48,04/07/2024
CUST-15683,João Oliveira,674.228.563-76,13/01/2024
CUST-15684,Carlos Lima,903.444.855-46,07/10/2023
CUST-15685,Lucas Silva,876.831.242-27,19/01/2025
CUST-15686,Rafael Pereira,197.430.972-10,12/06/2023
CUST-15687,Camila Rodrigues,583.282.757-85,13/12/2024
CUST-15688,João Oliveira,811.596.430-47,12/10/2024
CUST-15689,Julia Ribeiro,932.474.934-13,18/10/2024
CUST-15690,João Rodrigues,156.175.481-87,20/01/2024
CUST-15691,Camila Pereira,292.655.658-25,14/11/2024
CUST-15692,Maria Costa,781.753.433-39,11/05/2025
CUST-15693,Ana Silva,576.408.650-40,11/11/2024
CUST-15694,Julia Costa,446.600.891-28,11/12/2025
CUST-15695,Thiago Santos,512.764.606-57,14/07/2025
CUST-15696,Camila Silva,206.311.880-43,11/07/2025
CUST-15697,Pedro Ferreira,579.450.767-62,04/04/2025
CUST-15698,Thiago Ferreira,301.110.579-48,16/11/2025
CUST-15699,Fernanda Ribeiro,645.623.115-21,02/05/2023
CUST-15700,Fernanda Pereira,609.570.380-38,09/03/2025
CUST-15701,Lucas Gomes,787.244.216-13,28/03/2024
CUST-15702,Rafael Souza,134.341.742-91,07/07/2023
CUST-15703,Carlos Ferreira,855.646.291-40,28/05/2024
CUST-15704,Marcos Santos,606.109.704-54,12/04/2023
CUST-15705,Pedro Ribeiro,565.664.935-93,17/07/2024
CUST-15706,João Costa,856.192.616-17,04/08/2024
CUST-15707,Thiago Souza,699.460.753-65,29/06/2023
CUST-15708,Mariana Rodrigues,892.425.398-80,30/10/2023
CUST-15709,Ana Gomes,648.390.269-57,04/01/2025
CUST-15710,Mariana Costa,977.510.744-95,13/02/2025
CUST-15711,Maria Costa,534.281.713-18,31/08/2024
CUST-15712,Ana Ferreira,419.177.103-37,15/11/2025
CUST-15713,Thiago Rodrigues,847.437.292-48,11/11/2025
CUST-15714,Thiago Silva,141.775.958-96,22/03/2025
CUST-15715,Marcos Alves,301.460.160-33,05/12/2024
CUST-15716,Ana Gomes,203.759.600-37,08/03/2025
CUST-15717,Fernanda Ferreira,797.207.393-65,07/03/2024
CUST-15718,Rafael Lima,951.274.650-99,20/03/2024
CUST-15719,Pedro Alves,101.427.715-83,23/07/2023
CUST-15720,Mariana Silva,200.438.374-93,18/08/2025
CUST-15721,Rafael Pereira,153.965.281-83,12/12/2024
CUST-15722,Marcos Ribeiro,133.830.597-59,24/05/2025
CUST-15723,Carlos Oliveira,483.116.656-19,23/11/2023
CUST-15724,Maria Gomes,262.593.816-24,28/08/2025
CUST-15725,Ana Alves,461.417.576-50,14/09/2024
CUST-15726,Julia Lima,179.651.110-51,14/09/2025
CUST-15727,Julia Alves,446.604.294-75,24/11/2023
CUST-15728,Thiago Silva,249.332.857-24,01/10/2025
CUST-15729,Pedro Costa,224.532.258-97,28/03/2025
CUST-15730,João Pereira,910.910.534-75,27/02/2024
CUST-15731,Carlos Lima,122.271.516-99,01/06/2025
CUST-15732,Pedro Silva,873.713.125-28,26/08/2023
CUST-15733,Beatriz Pereira,525.964.782-88,02/07/2023
CUST-15734,Mariana Santos,318.292.406-55,26/02/2025
CUST-15735,Thiago Rodrigues,242.541.631-14,02/12/2025
CUST-15736,Fernanda Santos,126.713.886-72,09/08/2024
CUST-15737,João Ferreira,651.406.939-80,25/05/2024
CUST-15738,Maria Costa,394.548.869-17,16/01/2025
CUST-15739,Beatriz Ribeiro,544.110.150-78,29/12/2023
CUST-15740,Pedro Costa,219.240.550-53,11/04/2023
CUST-15741,Beatriz Lima,628.858.527-87,28/12/2025
CUST-15742,Lucas Gomes,343.781.863-70,18/06/2024
CUST-15743,Rafael Ribeiro,326.961.253-34,17/05/2025
CUST-15744,Camila Souza,666.819.838-59,30/06/2023
CUST-15745,Mariana Ferreira,481.169.398-35,25/05/2025
CUST-15746,Julia Souza,824.539.443-55,01/07/2025
CUST-15747,Rafael Pereira,722.673.976-64,23/12/2024
CUST-15748,Carlos Rodrigues,524.525.996-43,29/10/2025
CUST-15749,Rafael Souza,471.978.789-17,30/07/2024
CUST-15750,Lucas Rodrigues,367.103.199-28,28/08/2023
CUST-15751,Mariana Oliveira,537.992.679-92,03/02/2025
CUST-15752,Julia Ribeiro,616.296.181-70,02/10/2024
CUST-15753,Marcos Pereira,540.486.782-55,28/04/2025
CUST-15754,João Rodrigues,297.556.748-45,15/04/2024
CUST-15755,Camila Oliveira,341.580.818-32,11/06/2024
CUST-15756,Lucas Oliveira,388.379.387-31,26/10/2023
CUST-15757,Marcos Alves,422.320.325-69,26/04/2025
CUST-15758,Maria Costa,993.679.832-69,05/09/2023
CUST-15759,Ana Souza,403.752.723-60,26/01/2025
CUST-15760,Thiago Silva,356.934.641-98,25/03/2025
CUST-15761,Ana Lima,389.145.283-97,07/10/2025
CUST-15762,Marcos Oliveira,309.795.425-38,24/10/2023
CUST-15763,João Alves,184.662.268-66,26/05/2024
CUST-15764,Pedro Santos,732.421.923-50,11/05/2025
CUST-15765,Julia Souza,680.757.122-56,26/05/2023
CUST-15766,Julia Pereira,578.260.527-62,25/05/2025
CUST-15767,Pedro Costa,973.493.947-17,06/10/2023
CUST-15768,João Gomes,124.204.140-27,21/08/2025
CUST-15769,João Ribeiro,208.782.613-27,26/06/2025
CUST-15770,Pedro Santos,954.699.648-56,17/06/2025
CUST-15771,Rafael Gomes,878.423.509-29,19/11/2025
CUST-15772,Rafael Silva,384.855.835-40,09/02/2024
CUST-15773,Ana Ferreira,251.297.666-42,25/05/2024
CUST-15774,Rafael Santos,521.312.523-82,09/06/2023
CUST-15775,João Alves,429.861.276-14,23/01/2025
CUST-15776,Marcos Rodrigues,124.882.152-27,21/09/2023
CUST-15777,João Rodrigues,437.143.697-30,08/06/2025
CUST-15778,Thiago Ribeiro,933.675.965-39,14/11/2024
CUST-15779,Rafael Santos,756.913.317-11,14/10/2024
CUST-15780,Julia Costa,932.518.444-16,21/06/2024
CUST-15781,Pedro Souza,497.365.815-53,12/11/2023
CUST-15782,Carlos Costa,144.818.709-59,27/11/2023
CUST-15783,Thiago Gomes,490.214.457-56,04/05/2025
CUST-15784,Julia Lima,980.201.398-21,20/11/2023
CUST-15785,Camila Ferreira,374.368.776-79,12/11/2023
CUST-15786,Maria Pereira,802.992.457-45,01/04/2025
CUST-15787,Julia Silva,401.652.586-82,01/03/2024
CUST-15788,Julia Ferreira,206.534.259-36,20/05/2023
CUST-15789,Maria Ferreira,684.774.435-45,15/08/2024
CUST-15790,Fernanda Ribeiro,412.934.839-55,20/12/2025
CUST-15791,Fernanda Pereira,861.578.927-29,29/10/2025
CUST-15792,João Santos,478.940.520-81,07/11/2024
CUST-15793,Maria Rodrigues,127.574.491-90,07/04/2024
CUST-15794,Ana Pereira,707.360.258-89,15/04/2025
CUST-15795,João Gomes,855.359.191-76,10/03/2025
CUST-15796,Thiago Rodrigues,515.459.353-50,18/02/2025
CUST-15797,Rafael Ribeiro,466.385.516-12,18/06/2024
CUST-15798,Rafael Lima,295.459.493-53,01/01/2025
CUST-15799,Julia Rodrigues,874.645.790-32,10/02/2024
CUST-15800,Julia Oliveira,858.329.400-18,19/09/2025
CUST-15801,Carlos Santos,188.486.927-78,26/12/2024
CUST-15802,Maria Pereira,725.111.878-83,02/08/2025
CUST-15803,Julia Santos,533.295.180-90,12/12/2024
CUST-15804,Beatriz Costa,235.365.256-41,11/04/2023
CUST-15805,Fernanda Rodrigues,948.715.334-38,24/11/2024
CUST-15806,Rafael Gomes,998.700.481-15,27/08/2024
CUST-15807,Marcos Lima,221.900.528-41,29/05/2024
CUST-15808,Ana Gomes,684.847.247-92,18/07/2023
CUST-15809,Fernanda Lima,487.627.120-88,25/11/2024
CUST-15810,Mariana Alves,532.904.879-43,20/06/2023
CUST-15811,Fernanda Rodrigues,447.649.105-43,09/03/2024
CUST-15812,Pedro Pereira,550.964.678-23,12/04/2023
CUST-15813,Rafael Oliveira,947.638.754-81,27/01/2024
CUST-15814,Mariana Lima,728.166.328-40,22/10/2024
CUST-15815,João Oliveira,287.119.249-64,18/01/2024
CUST-15816,Ana Rodrigues,492.815.485-84,24/07/2024
CUST-15817,Ana Souza,337.959.653-24,19/02/2024
CUST-15818,Ana Lima,206.477.790-20,16/09/2024
CUST-15819,Beatriz Ribeiro,419.128.369-12,14/06/2025
CUST-15820,Fernanda Souza,785.971.489-58,07/06/2024
CUST-15821,Carlos Oliveira,546.616.398-53,29/12/2025
CUST-15822,Rafael Costa,498.897.932-22,03/10/2023
CUST-15823,Fernanda Souza,107.133.198-92,10/10/2025
CUST-15824,Beatriz Costa,248.612.331-10,16/11/2025
CUST-15825,Pedro Oliveira,466.660.440-26,14/01/2025
CUST-15826,Julia Ribeiro,194.515.913-60,07/12/2025
CUST-15827,Fernanda Lima,951.949.926-33,24/11/2025
CUST-15828,Pedro Alves,846.528.555-87,13/05/2023
CUST-15829,Mariana Souza,999.360.895-80,24/06/2025
CUST-15830,Maria Gomes,594.610.515-94,02/09/2023
CUST-15831,Rafael Silva,725.820.365-57,02/09/2023
CUST-15832,João Costa,273.499.983-98,02/09/2023
CUST-15833,João Lima,210.392.647-93,07/12/2025
CUST-15834,Thiago Silva,974.522.847-73,09/04/2023
CUST-15835,Marcos Rodrigues,502.668.880-15,24/07/2025
CUST-15836,Marcos Souza,539.266.949-66,27/06/2023
CUST-15837,Ana Gomes,127.233.825-34,09/04/2024
CUST-15838,Fernanda Ribeiro,955.408.446-27,12/12/2024
CUST-15839,Beatriz Silva,976.860.287-25,08/08/2023
CUST-15840,Lucas Silva,969.265.104-94,22/05/2025
CUST-15841,João Santos,566.335.404-97,05/11/2023
CUST-15842,Rafael Santos,170.286.934-84,02/11/2025
CUST-15843,Marcos Silva,404.676.332-45,18/05/2023
CUST-15844,Camila Gomes,715.734.306-68,26/04/2025
CUST-15845,Fernanda Gomes,616.505.345-52,12/02/2024
CUST-15846,Carlos Ferreira,516.149.266-17,11/12/2025
CUST-15847,João Gomes,192.224.299-10,21/08/2024
CUST-15848,Mariana Santos,832.631.428-40,06/02/2024
CUST-15849,Camila Lima,473.533.401-34,15/11/2025
CUST-15850,Mariana Souza,541.615.821-35,26/06/2023
CUST-15851,Maria Santos,583.221.650-36,03/03/2024
CUST-15852,Rafael Lima,392.673.256-42,10/05/2023
CUST-15853,Fernanda Alves,268.616.279-30,28/01/2024
CUST-15854,Lucas Ribeiro,601.855.715-71,14/01/2025
CUST-15855,Thiago Pereira,140.162.775-11,27/05/2024
CUST-15856,Beatriz Alves,389.118.849-43,13/04/2023
CUST-15857,Beatriz Souza,156.964.777-77,11/10/2023
CUST-15858,Camila Ferreira,959.756.421-78,11/07/2024
CUST-15859,Pedro Pereira,689.467.695-80,09/11/2025
CUST-15860,Thiago Alves,123.506.210-88,13/10/2025
CUST-15861,Carlos Silva,634.801.520-30,06/11/2024
CUST-15862,Pedro Lima,870.133.667-85,18/09/2024
CUST-15863,Fernanda Costa,814.414.823-38,22/06/2023
CUST-15864,Pedro Rodrigues,717.341.987-21,13/01/2024
CUST-15865,Ana Rodrigues,556.247.574-29,26/03/2024
CUST-15866,Beatriz Silva,686.552.172-53,13/10/2023
CUST-15867,Maria Pereira,531.134.835-41,22/09/2024
CUST-15868,Marcos Rodrigues,485.431.855-99,06/05/2024
CUST-15869,Mariana Gomes,101.894.750-22,31/03/2025
CUST-15870,Mariana Alves,483.723.623-24,12/08/2024
CUST-15871,Rafael Souza,535.853.552-49,11/09/2024
CUST-15872,Mariana Silva,783.660.192-65,08/08/2024
CUST-15873,Rafael Rodrigues,679.209.392-88,26/03/2024
CUST-15874,Thiago Silva,204.872.238-85,22/04/2023
CUST-15875,Pedro Gomes,785.667.387-39,29/03/2024
CUST-15876,Marcos Ferreira,641.912.739-94,14/12/2023
CUST-15877,Fernanda Gomes,696.147.341-80,11/08/2024
CUST-15878,Carlos Ferreira,131.115.627-38,19/11/2025
CUST-15879,Camila Santos,320.334.635-44,04/02/2024
CUST-15880,Maria Oliveira,759.291.111-22,19/05/2023
CUST-15881,Rafael Gomes,671.203.607-76,06/07/2024
CUST-15882,Rafael Rodrigues,916.501.782-25,02/09/2023
CUST-15883,Thiago Silva,282.954.607-28,07/05/2025
CUST-15884,Beatriz Santos,843.326.519-76,20/01/2024
CUST-15885,Ana Ferreira,994.575.742-66,11/10/2025
CUST-15886,Mariana Ribeiro,459.173.898-83,25/01/2024
CUST-15887,João Lima,233.978.122-91,30/09/2024
CUST-15888,Lucas Ferreira,503.593.731-85,24/02/2024
CUST-15889,Pedro Alves,308.521.867-17,16/07/2023
CUST-15890,Rafael Ribeiro,807.209.332-61,28/08/2025
CUST-15891,Beatriz Souza,679.191.522-26,16/02/2025
CUST-15892,Fernanda Santos,209.485.189-57,30/10/2025
CUST-15893,Camila Silva,718.332.411-58,05/04/2025
CUST-15894,Rafael Lima,461.597.960-22,23/08/2024
CUST-15895,Julia Lima,952.975.682-95,18/06/2024
CUST-15896,João Gomes,795.114.970-13,15/05/2025
CUST-15897,Maria Alves,787.365.318-42,29/05/2024
CUST-15898,Pedro Oliveira,235.957.424-43,24/07/2025
CUST-15899,Rafael Souza,404.667.215-41,17/12/2024
CUST-15900,Carlos Costa,553.168.350-56,20/05/2024
CUST-15901,Marcos Rodrigues,649.952.274-24,27/10/2025
CUST-15902,Rafael Santos,564.357.451-42,17/08/2023
CUST-15903,Thiago Gomes,288.196.336-84,10/05/2023
CUST-15904,Thiago Gomes,431.163.222-48,02/07/2025
CUST-15905,Lucas Alves,751.710.807-80,05/11/2025
CUST-15906,Carlos Santos,662.167.521-54,18/12/2025
CUST-15907,Mariana Ribeiro,287.845.837-53,26/06/2024
CUST-15908,Julia Ferreira,950.670.191-14,21/06/2025
CUST-15909,Pedro Ribeiro,238.242.755-89,17/04/2025
CUST-15910,Marcos Costa,907.188.669-18,28/07/2023
CUST-15911,Julia Ribeiro,582.259.108-47,05/12/2025
CUST-15912,Thiago Pereira,847.143.223-98,31/10/2024
CUST-15913,Fernanda Lima,198.282.585-85,03/01/2024
CUST-15914,Marcos Santos,288.383.718-67,19/05/2024
CUST-15915,Beatriz Ribeiro,894.643.424-15,12/06/2024
CUST-15916,Beatriz Gomes,685.662.873-65,10/12/2025
CUST-15917,Carlos Gomes,381.377.322-13,22/03/2024
CUST-15918,João Alves,248.195.867-40,25/08/2025
CUST-15919,Fernanda Lima,540.389.428-39,05/06/2024
CUST-15920,Pedro Silva,296.153.158-67,14/10/2025
CUST-15921,Rafael Alves,388.547.132-42,28/07/2025
CUST-15922,Carlos Ribeiro,933.837.912-78,18/06/2023
CUST-15923,Fernanda Costa,154.980.570-23,02/02/2024
CUST-15924,Maria Souza,822.239.867-20,13/07/2023
CUST-15925,Julia Oliveira,113.184.843-30,19/04/2023
CUST-15926,Mariana Oliveira,170.944.687-12,02/11/2023
CUST-15927,Carlos Silva,802.928.268-32,05/03/2025
CUST-15928,João Oliveira,304.531.597-93,23/05/2025
CUST-15929,Camila Ribeiro,733.884.161-31,27/11/2023
CUST-15930,Julia Ribeiro,726.851.428-40,16/02/2024
CUST-15931,Beatriz Oliveira,212.734.976-96,10/04/2024
CUST-15932,Fernanda Gomes,757.732.889-11,27/05/2025
CUST-15933,Ana Ferreira,752.974.347-37,16/08/2023
CUST-15934,Carlos Pereira,968.173.595-95,06/07/2023
CUST-15935,Marcos Oliveira,515.617.894-35,05/01/2025
CUST-15936,Thiago Costa,602.789.969-24,30/05/2024
CUST-15937,Rafael Souza,718.462.312-10,18/08/2025
CUST-15938,Ana Ferreira,429.947.794-35,15/06/2023
CUST-15939,João Souza,510.521.335-11,27/06/2023
CUST-15940,Camila Gomes,331.598.392-23,18/09/2025
CUST-15941,Lucas Silva,557.276.502-60,21/12/2023
CUST-15942,Rafael Santos,118.441.394-94,08/09/2023
CUST-15943,Beatriz Oliveira,674.566.718-76,29/04/2025
CUST-15944,Beatriz Lima,544.705.952-60,24/06/2025
CUST-15945,Lucas Santos,501.407.354-35,30/12/2025
CUST-15946,Beatriz Santos,325.378.834-83,12/10/2025
CUST-15947,Fernanda Santos,347.619.647-39,17/05/2023
CUST-15948,Lucas Souza,478.720.544-75,10/09/2024
CUST-15949,Camila Santos,387.178.116-50,13/04/2023
CUST-15950,Pedro Pereira,438.881.584-62,09/07/2025
CUST-15951,Rafael Santos,265.355.341-95,04/12/2024
CUST-15952,Ana Costa,226.522.806-91,18/11/2025
CUST-15953,João Rodrigues,181.247.558-82,15/11/2023
CUST-15954,Rafael Souza,915.783.972-97,13/05/2023
CUST-15955,João Gomes,314.620.450-31,11/07/2024
CUST-15956,João Costa,396.964.345-44,13/08/2025
CUST-15957,Ana Oliveira,554.299.473-83,14/07/2024
CUST-15958,Marcos Lima,733.216.593-32,02/12/2023
CUST-15959,Mariana Alves,351.665.756-19,14/08/2024
CUST-15960,Camila Gomes,363.227.449-37,01/01/2025
CUST-15961,Beatriz Ribeiro,113.837.819-64,26/05/2025
CUST-15962,Ana Alves,898.551.931-72,15/11/2024
CUST-15963,Rafael Oliveira,522.174.994-83,05/03/2025
CUST-15964,Marcos Rodrigues,221.250.552-34,19/03/2024
CUST-15965,Mariana Alves,881.187.522-30,06/10/2024
CUST-15966,Lucas Ribeiro,549.876.522-85,06/01/2024
CUST-15967,Lucas Costa,989.945.831-47,12/07/2023
CUST-15968,Julia Gomes,995.543.627-94,28/02/2024
CUST-15969,Carlos Oliveira,380.645.999-47,01/02/2025
CUST-15970,Carlos Silva,975.859.322-36,12/11/2023
CUST-15971,Beatriz Santos,816.699.867-86,11/09/2024
CUST-15972,Pedro Oliveira,505.119.718-24,11/07/2023
CUST-15973,Maria Gomes,629.766.596-57,14/06/2024
CUST-15974,Fernanda Pereira,696.963.826-57,11/04/2023
CUST-15975,Maria Ferreira,854.644.783-55,07/02/2025
CUST-15976,Marcos Rodrigues,504.481.978-64,13/12/2024
CUST-15977,Beatriz Silva,845.572.224-64,05/12/2024
CUST-15978,Pedro Santos,928.707.173-63,18/08/2025
CUST-15979,Mariana Oliveira,884.326.389-43,05/10/2023
CUST-15980,Carlos Gomes,954.173.392-73,08/05/2023
CUST-15981,João Ribeiro,965.427.634-12,30/03/2025
CUST-15982,Fernanda Ferreira,115.692.124-39,03/02/2024
CUST-15983,Camila Ribeiro,704.104.587-99,24/09/2023
CUST-15984,Lucas Alves,350.932.358-10,03/06/2023
CUST-15985,Fernanda Lima,379.221.259-23,08/11/2024
CUST-15986,Marcos Costa,743.337.548-86,15/01/2024
CUST-15987,Camila Costa,643.502.725-73,20/07/2023
CUST-15988,Thiago Santos,442.464.880-28,27/10/2025
CUST-15989,Maria Gomes,868.671.972-42,09/07/2023
CUST-15990,Lucas Oliveira,596.934.123-42,31/07/2024
CUST-15991,Beatriz Gomes,368.681.545-93,19/07/2024
CUST-15992,Beatriz Ribeiro,184.799.540-14,07/09/2024
CUST-15993,João Ferreira,884.109.657-37,28/06/2024
CUST-15994,Camila Ribeiro,908.847.244-49,20/08/2023
CUST-15995,Thiago Oliveira,717.357.480-16,20/11/2025
CUST-15996,Mariana Souza,186.700.122-22,09/09/2025
CUST-15997,Rafael Lima,456.760.225-82,01/09/2025
CUST-15998,Carlos Oliveira,556.131.877-16,26/11/2025
CUST-15999,Marcos Souza,923.761.705-42,27/06/2023
CUST-16000,Marcos Santos,380.256.872-72,16/02/2024
CUST-16001,Carlos Lima,813.863.882-40,07/09/2024
CUST-16002,Fernanda Costa,940.868.665-12,07/11/2024
CUST-16003,Mariana Oliveira,196.748.991-46,14/11/2023
CUST-16004,Thiago Ribeiro,625.891.670-12,18/08/2023
CUST-16005,Ana Ribeiro,943.190.962-52,21/04/2023
CUST-16006,Camila Ribeiro,496.623.644-16,20/03/2025
CUST-16007,Julia Costa,665.140.768-20,08/07/2024
CUST-16008,Mariana Oliveira,827.171.391-35,31/03/2024
CUST-16009,Camila Ribeiro,904.636.294-15,18/12/2023
CUST-16010,Thiago Silva,865.787.249-93,01/08/2025
CUST-16011,Beatriz Costa,218.241.115-83,01/05/2023
CUST-16012,Julia Alves,484.352.759-74,10/11/2023
CUST-16013,Beatriz Lima,493.323.533-45,24/05/2025
CUST-16014,Fernanda Santos,469.914.118-29,01/12/2024
CUST-16015,Lucas Pereira,732.523.308-63,13/07/2024
CUST-16016,Julia Oliveira,586.188.324-12,04/12/2024
CUST-16017,Maria Ferreira,399.811.716-85,26/01/2025
CUST-16018,Camila Ferreira,727.423.743-72,20/12/2024
CUST-16019,Fernanda Ribeiro,879.924.282-85,13/01/2024
CUST-16020,Pedro Ferreira,671.902.641-86,24/12/2023
CUST-16021,Fernanda Pereira,709.821.894-86,27/09/2025
CUST-16022,Fernanda Santos,676.869.848-57,04/06/2024
CUST-16023,Camila Oliveira,355.442.815-89,14/10/2025
CUST-16024,Julia Pereira,555.421.446-27,17/02/2024
CUST-16025,Rafael Ribeiro,906.521.221-63,14/01/2024
CUST-16026,Camila Souza,747.215.357-88,25/06/2025
CUST-16027,Mariana Ferreira,811.382.386-88,03/11/2023
CUST-16028,Maria Souza,885.710.584-23,02/06/2023
CUST-16029,Camila Gomes,482.216.664-71,22/05/2025
CUST-16030,Carlos Souza,194.513.902-14,02/08/2025
CUST-16031,Mariana Silva,589.632.810-13,02/09/2024
CUST-16032,Ana Costa,745.893.323-53,26/10/2023
CUST-16033,Fernanda Lima,865.552.938-70,20/08/2025
CUST-16034,Maria Pereira,407.772.272-64,29/01/2025
CUST-16035,Lucas Rodrigues,855.489.273-14,18/11/2023
CUST-16036,Lucas Lima,840.573.846-35,12/11/2023
CUST-16037,Marcos Costa,967.340.521-47,16/04/2023
CUST-16038,Camila Souza,500.489.102-17,24/09/2025
CUST-16039,Rafael Alves,317.840.313-70,05/05/2024
CUST-16040,Maria Oliveira,230.488.364-57,22/02/2025
CUST-16041,Ana Souza,924.160.151-78,13/07/2025
CUST-16042,Thiago Costa,998.766.752-75,07/09/2025
CUST-16043,Ana Ribeiro,849.759.380-97,25/05/2025
CUST-16044,Marcos Ribeiro,362.880.491-34,08/06/2025
CUST-16045,Mariana Pereira,903.756.952-29,14/04/2023
CUST-16046,Rafael Santos,380.915.727-65,21/12/2025
CUST-16047,Maria Rodrigues,159.889.340-64,11/03/2024
CUST-16048,Carlos Rodrigues,869.311.983-24,22/01/2025
CUST-16049,Maria Gomes,278.136.180-54,09/11/2025
CUST-16050,Fernanda Lima,414.330.132-31,14/04/2023
CUST-16051,Rafael Ferreira,503.586.998-57,23/05/2025
CUST-16052,Fernanda Alves,978.564.613-64,31/08/2025
CUST-16053,Fernanda Souza,362.199.704-53,02/07/2023
CUST-16054,Fernanda Ribeiro,237.784.534-51,21/01/2024
CUST-16055,João Souza,491.624.563-51,09/08/2024
CUST-16056,Thiago Ribeiro,853.772.786-49,07/11/2025
CUST-16057,Ana Costa,235.301.759-79,30/06/2024
CUST-16058,João Ferreira,377.407.108-49,13/01/2025
CUST-16059,Maria Ferreira,872.680.224-45,23/01/2025
CUST-16060,Fernanda Alves,724.677.794-90,21/08/2024
CUST-16061,Lucas Santos,890.967.486-67,30/05/2023
CUST-16062,Lucas Costa,321.132.880-49,19/09/2024
CUST-16063,Fernanda Ferreira,375.869.393-24,24/07/2023
CUST-16064,Pedro Pereira,782.236.779-33,12/05/2024
CUST-16065,João Souza,270.275.618-99,04/12/2023
CUST-16066,Beatriz Lima,279.766.447-72,01/01/2024
CUST-16067,Marcos Lima,135.968.333-12,04/06/2023
CUST-16068,Ana Ferreira,774.985.473-94,01/03/2024
CUST-16069,Pedro Ribeiro,668.320.265-92,30/04/2025
CUST-16070,Fernanda Santos,538.547.283-59,06/08/2025
CUST-16071,Beatriz Lima,972.722.769-88,28/09/2023
CUST-16072,Thiago Gomes,292.774.497-29,29/11/2025
CUST-16073,Rafael Oliveira,352.573.943-66,23/06/2023
CUST-16074,Thiago Ferreira,900.612.723-29,27/04/2025
CUST-16075,Thiago Costa,918.822.880-71,28/09/2024
CUST-16076,Mariana Costa,688.750.882-89,10/07/2023
CUST-16077,Beatriz Alves,684.292.867-27,04/03/2024
CUST-16078,Marcos Souza,739.100.527-41,05/02/2024
CUST-16079,João Rodrigues,681.886.655-25,20/10/2025
CUST-16080,Ana Oliveira,218.241.498-20,24/10/2024
CUST-16081,João Rodrigues,841.148.146-24,23/05/2024
CUST-16082,Mariana Alves,515.356.387-78,18/06/2024
CUST-16083,João Lima,223.397.804-20,07/04/2024
CUST-16084,Camila Souza,288.899.920-93,28/04/2025
CUST-16085,Maria Oliveira,262.895.382-59,12/05/2025
CUST-16086,Camila Santos,548.303.475-38,14/10/2023
CUST-16087,Mariana Silva,337.280.624-60,27/11/2023
CUST-16088,Thiago Costa,955.345.747-15,09/06/2023
CUST-16089,Thiago Oliveira,702.234.491-50,04/10/2024
CUST-16090,Julia Silva,803.797.731-33,18/09/2024
CUST-16091,Lucas Pereira,203.927.910-42,30/07/2024
CUST-16092,João Ribeiro,185.271.200-11,14/01/2025
CUST-16093,Camila Pereira,656.591.415-10,11/05/2023
CUST-16094,Julia Santos,893.597.261-43,17/07/2025
CUST-16095,Beatriz Gomes,891.457.573-21,22/10/2025
CUST-16096,Mariana Oliveira,833.832.299-89,28/07/2023
CUST-16097,Pedro Oliveira,634.598.534-82,25/02/2025
CUST-16098,Rafael Silva,220.750.567-94,06/09/2025
CUST-16099,Rafael Souza,440.249.672-39,16/12/2025
CUST-16100,João Santos,939.308.923-66,11/12/2024
CUST-16101,Maria Santos,759.466.239-24,25/06/2025
CUST-16102,Lucas Lima,909.168.485-18,04/02/2024
CUST-16103,Thiago Oliveira,251.231.375-23,30/11/2024
CUST-16104,Thiago Ribeiro,416.636.383-56,11/07/2024
CUST-16105,Marcos Silva,839.154.950-94,04/05/2023
CUST-16106,Camila Costa,997.242.188-65,15/04/2023
CUST-16107,Julia Ferreira,459.772.551-62,26/04/2025
CUST-16108,João Ribeiro,114.559.705-14,12/05/2025
CUST-16109,Mariana Silva,388.925.318-39,31/07/2023
CUST-16110,Julia Alves,988.993.356-96,15/12/2025
CUST-16111,Camila Ferreira,820.451.894-29,29/09/2025
CUST-16112,Mariana Gomes,394.205.426-92,02/09/2025
CUST-16113,Marcos Costa,115.900.902-88,29/07/2023
CUST-16114,Marcos Costa,489.878.166-68,18/03/2024
CUST-16115,Carlos Pereira,863.602.109-59,03/10/2025
CUST-16116,Carlos Lima,289.146.791-67,29/06/2025
